abbrev,type,category,priority,sourceFile,sourcepath,start,end
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPadestBean.java,br/gov/caixa/siget/service/ManterPadestBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPadestBean.java,br/gov/caixa/siget/service/ManterPadestBean.java,107,116
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPadestBean.java,br/gov/caixa/siget/service/ManterPadestBean.java,110,110
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPlataformaBean.java,br/gov/caixa/siget/service/ManterPlataformaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPlataformaBean.java,br/gov/caixa/siget/service/ManterPlataformaBean.java,108,116
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterPlataformaBean.java,br/gov/caixa/siget/service/ManterPlataformaBean.java,110,110
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
Bx,BX_UNBOXING_IMMEDIATELY_REBOXED,PERFORMANCE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,,
Bx,BX_UNBOXING_IMMEDIATELY_REBOXED,PERFORMANCE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,60,86
Bx,BX_UNBOXING_IMMEDIATELY_REBOXED,PERFORMANCE,2,Integer.java,java/lang/Integer.java,830,832
Bx,BX_UNBOXING_IMMEDIATELY_REBOXED,PERFORMANCE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,68,68
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,93,98
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,93,93
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,148,156
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,150,150
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
RpC,RpC_REPEATED_CONDITIONAL_TEST,CORRECTNESS,1,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,,
RpC,RpC_REPEATED_CONDITIONAL_TEST,CORRECTNESS,1,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,60,86
RpC,RpC_REPEATED_CONDITIONAL_TEST,CORRECTNESS,1,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,62,62
RpC,RpC_REPEATED_CONDITIONAL_TEST,CORRECTNESS,1,ManterProjetoBean.java,br/gov/caixa/siget/service/ManterProjetoBean.java,62,62
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,55,66
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,57,57
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,89,92
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,89,89
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,110,121
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterServicoBean.java,br/gov/caixa/siget/service/ManterServicoBean.java,115,115
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterUnidadeMedidaBean.java,br/gov/caixa/siget/service/ManterUnidadeMedidaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterUnidadeMedidaBean.java,br/gov/caixa/siget/service/ManterUnidadeMedidaBean.java,114,125
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterUnidadeMedidaBean.java,br/gov/caixa/siget/service/ManterUnidadeMedidaBean.java,119,119
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,96,121
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Long.java,java/lang/Long.java,947,949
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Long.java,java/lang/Long.java,837,840
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,110,110
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,111,111
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,96,121
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Short.java,java/lang/Short.java,320,322
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Short.java,java/lang/Short.java,200,200
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,101,101
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,70,91
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Long.java,java/lang/Long.java,947,949
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,Long.java,java/lang/Long.java,837,840
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,83,83
Bx,DM_NUMBER_CTOR,PERFORMANCE,2,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,84,84
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,96,121
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,Long.java,java/lang/Long.java,947,949
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,Long.java,java/lang/Long.java,837,840
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,99,99
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,100,100
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,,
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,70,91
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,Long.java,java/lang/Long.java,947,949
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,Long.java,java/lang/Long.java,837,840
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,73,73
Bx,DM_NUMBER_CTOR,PERFORMANCE,3,ManterViewUnidadeBean.java,br/gov/caixa/siget/service/ManterViewUnidadeBean.java,74,74
DE,DE_MIGHT_IGNORE,BAD_PRACTICE,3,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,,
DE,DE_MIGHT_IGNORE,BAD_PRACTICE,3,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,229,273
DE,DE_MIGHT_IGNORE,BAD_PRACTICE,3,Exception.java,java/lang/Exception.java,,
DE,DE_MIGHT_IGNORE,BAD_PRACTICE,3,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,259,259
DE,DE_MIGHT_IGNORE,BAD_PRACTICE,3,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,259,259
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,95,132
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,109,109
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,,
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,708,755
EC,       /EC_UNRELATED_TYPES,CORRECTNESS,1,String.java,java/lang/String.java,111,3128
EC,       /EC_UNRELATED_TYPES,CORRECTNESS,1,Long.java,java/lang/Long.java,54,1615
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,,,,
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,ViewUnidadeId.java,br/gov/caixa/siget/entity/ViewUnidadeId.java,32,32
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,Long.java,java/lang/Long.java,1075,1078
EC,EC_UNRELATED_TYPES,CORRECTNESS,1,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,751,751
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,,
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,RealizaReservaOrcamentariaBean.java,br/gov/caixa/siget/service/RealizaReservaOrcamentariaBean.java,801,813
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,,,,
